measurement_id,station_id,measurement_date,mode,pressure,flow,temperature,vibration
1242,103,2024-05-27,stress,61.29,967.96,28.83,1.087
1243,103,2024-05-28,normal,57.84,966.37,26.74,0.673
1244,103,2024-05-29,peak,59.06,1056.45,24.16,0.616
1245,103,2024-05-30,normal,59.12,931.13,26.08,0.641
1246,103,2024-05-31,peak,60.74,1029.42,26.15,0.773
1247,103,2024-06-01,normal,57.48,958.59,29.53,0.542
1248,103,2024-06-02,normal,58.85,886.67,27.42,0.512
1249,103,2024-06-03,normal,57.13,948.37,26.76,0.538
1250,103,2024-06-04,normal,56.44,946.02,30.03,0.569
1251,103,2024-06-05,normal,58.18,852.14,28.78,0.744
1252,103,2024-06-06,normal,57.61,956.99,31.28,0.627
1253,103,2024-06-07,normal,58.38,1025.98,29.09,0.51
1254,103,2024-06-08,normal,56.25,974.62,25.67,0.577
1255,103,2024-06-09,normal,57.08,983.79,28.05,0.543
1256,103,2024-06-10,peak,57.05,1009.31,28.11,0.727
1257,103,2024-06-11,normal,59.5,899.16,27.38,0.514
1258,103,2024-06-12,stress,63.89,894.05,27.18,1.193
1259,103,2024-06-13,repair,55.62,791.99,28.14,0.954
1260,103,2024-06-14,normal,59.9,922.82,26.82,0.523
1261,103,2024-06-15,peak,57.57,1045.18,28.24,0.646
1262,103,2024-06-16,normal,60.59,919.77,27.07,0.629
1263,103,2024-06-17,normal,59.28,930.28,27.5,0.475
1264,103,2024-06-18,normal,55.5,938.08,25.05,0.642
1265,103,2024-06-19,stress,61.12,926.25,29.42,1.079
1266,103,2024-06-20,peak,60.51,1066.45,27.54,0.709
1267,103,2024-06-21,peak,59.52,1021.61,32.6,0.641
1268,103,2024-06-22,normal,57.35,953.01,29.65,0.636
1269,103,2024-06-23,normal,58.79,992.2,27.46,0.575
1270,103,2024-06-24,normal,57.14,986.79,25.8,0.522
1271,103,2024-06-25,normal,58.25,1002.05,26.99,0.58
1272,103,2024-06-26,peak,59.18,983.8,29.46,0.691
1273,103,2024-06-27,normal,57.06,886.96,29.53,0.509
1274,103,2024-06-28,normal,59.88,977.18,24.58,0.544
1275,103,2024-06-29,normal,57.4,867.32,28.7,0.573
1276,103,2024-06-30,normal,57.17,964.67,25.01,0.517
1277,103,2024-07-01,normal,58.7,883.71,27.81,0.497
1278,103,2024-07-02,stress,62.2,938.38,27.15,1.061
1279,103,2024-07-03,normal,59.45,922.5,25.44,0.556
1280,103,2024-07-04,stress,60.05,1006.26,27.27,1.227
1281,103,2024-07-05,normal,57.36,943.78,21.63,0.585
1282,103,2024-07-06,normal,59.1,955.95,24.95,0.642
1283,103,2024-07-07,normal,56.33,926.66,26.92,0.658
1284,103,2024-07-08,normal,57.6,953.29,29.69,0.616
1285,103,2024-07-09,normal,58.05,925.34,29.93,0.568
1286,103,2024-07-10,normal,59.31,980.52,27.1,0.548
1287,103,2024-07-11,stress,62.04,965.81,26.32,1.142
1288,103,2024-07-12,normal,56.54,923.66,27.51,0.553
1289,103,2024-07-13,peak,60.39,1085.58,26.22,0.715
1290,103,2024-07-14,stress,59.66,979.26,27.04,1.266
1291,103,2024-07-15,peak,59.61,1058.14,26.97,0.618
1292,103,2024-07-16,normal,56.25,916.86,21.87,0.543
1293,103,2024-07-17,normal,56.99,893.54,25.63,0.668
1294,103,2024-07-18,peak,58.08,1046.11,26.2,0.631
1295,103,2024-07-19,repair,55.67,722.8,23.73,0.921
1296,103,2024-07-20,normal,54.93,917.25,27.92,0.598
1297,103,2024-07-21,normal,58.62,973.93,32.04,0.615
1298,103,2024-07-22,normal,58.29,897.69,25.98,0.538
1299,103,2024-07-23,stress,60.21,927.93,26.52,1.116
1300,103,2024-07-24,peak,56.97,1005.54,23.52,0.696
1301,103,2024-07-25,stress,62.15,982.86,27.67,1.157
1302,103,2024-07-26,stress,62.18,989.33,25.99,1.193
1303,103,2024-07-27,normal,56.77,907.91,27.55,0.66
1304,103,2024-07-28,repair,56.01,695.17,22.34,0.91
1305,103,2024-07-29,peak,56.86,1074.56,26.19,0.731
1306,103,2024-07-30,normal,57.01,918.89,28.24,0.417
1307,103,2024-07-31,stress,60.85,913.99,23.79,1.116
1308,103,2024-08-01,normal,57.11,944.32,23.67,0.548
1309,103,2024-08-02,normal,57.01,854.54,25.03,0.549
1310,103,2024-08-03,stress,61.49,1000.37,21.61,1.103
1311,103,2024-08-04,peak,57.84,1098.73,26.93,0.61
1312,103,2024-08-05,normal,56.89,943.66,19.6,0.485
1313,103,2024-08-06,peak,56.22,1034.7,23.64,0.696
1314,103,2024-08-07,stress,60.33,989.06,23.72,1.088
1315,103,2024-08-08,stress,61.18,1022.56,24.63,1.19
1316,103,2024-08-09,stress,60.12,948.63,22.39,1.068
1317,103,2024-08-10,normal,57.93,911.28,23.92,0.586
1318,103,2024-08-11,normal,55.35,917.69,22.18,0.608
1319,103,2024-08-12,peak,55.51,1012.47,21.97,0.677
1320,103,2024-08-13,peak,59.07,1057.03,21.82,0.734
1321,103,2024-08-14,peak,58.2,1012.91,24.8,0.695
1322,103,2024-08-15,peak,58.3,1074.05,20.92,0.644
1323,103,2024-08-16,peak,58.73,1041.46,20.26,0.6
1324,103,2024-08-17,normal,56.62,913.25,21.48,0.614
1325,103,2024-08-18,normal,57.45,916.74,19.57,0.516
1326,103,2024-08-19,normal,56.82,896.44,20.81,0.52
1327,103,2024-08-20,normal,57.73,908.72,18.53,0.513
1328,103,2024-08-21,normal,58.36,911.88,19.67,0.632
1329,103,2024-08-22,peak,60.85,1150.53,13.96,0.668
1330,103,2024-08-23,repair,53.75,732.23,21.47,0.917
1331,103,2024-08-24,repair,53.84,768.17,16.85,0.833
1332,103,2024-08-25,normal,55.99,923.88,18.35,0.603
1333,103,2024-08-26,repair,54.69,691.9,15.94,0.901
1334,103,2024-08-27,normal,54.73,961.24,16.36,0.655
1335,103,2024-08-28,normal,56.41,947.31,15.8,0.608
1336,103,2024-08-29,peak,56.94,1050.17,17.24,0.655
1337,103,2024-08-30,peak,57.52,1127.63,15.11,0.762
1338,103,2024-08-31,normal,56.66,913.62,17.02,0.617
1339,103,2024-09-01,normal,58.02,917.42,17.94,0.53
1340,103,2024-09-02,repair,52.63,736.75,17.84,0.818
1341,103,2024-09-03,peak,60.06,1106.59,15.75,0.597
1342,103,2024-09-04,normal,53.96,976.72,16.32,0.674
1343,103,2024-09-05,repair,54.97,751.31,15.81,0.848
1344,103,2024-09-06,normal,57.38,1003.57,18.51,0.541
1345,103,2024-09-07,normal,55.02,992.33,14.32,0.655
1346,103,2024-09-08,peak,58.06,1086.92,16.51,0.656
1347,103,2024-09-09,peak,58.07,1053.56,17.06,0.665
1348,103,2024-09-10,normal,57.26,935.8,16.35,0.548
1349,103,2024-09-11,repair,55.86,817.64,16.96,0.902
1350,103,2024-09-12,peak,59.66,1056.07,13.37,0.776
1351,103,2024-09-13,normal,58.58,887.04,15.64,0.687
1352,103,2024-09-14,normal,56.23,896.46,16.63,0.531
1353,103,2024-09-15,stress,58.91,1035.67,16.53,1.122
1354,103,2024-09-16,peak,59.81,1058.28,11.3,0.576
1355,103,2024-09-17,stress,58.64,954.2,15.11,1.103
1356,103,2024-09-18,normal,55.67,946.04,17.44,0.554
1357,103,2024-09-19,stress,58.5,1037.02,11.91,1.181
1358,103,2024-09-20,normal,57.2,970.45,11.71,0.633
1359,103,2024-09-21,repair,54.68,750.84,13.21,0.898
1360,103,2024-09-22,peak,56.86,1085.78,12.28,0.644
1361,103,2024-09-23,normal,56.63,923.67,11.64,0.518
1362,103,2024-09-24,stress,61.48,993.19,14.25,1.014
1363,103,2024-09-25,peak,57.5,1026.16,10.89,0.685
1364,103,2024-09-26,normal,55.15,964.46,11.19,0.592
1365,103,2024-09-27,normal,58.04,946.07,14.8,0.53
1366,103,2024-09-28,repair,53.68,758.29,12.04,0.907
1367,103,2024-09-29,repair,50.22,819.84,13.1,1.027
1368,103,2024-09-30,normal,54.95,936.29,10.16,0.518
1369,103,2024-10-01,normal,59.01,971.16,9.86,0.502
1370,103,2024-10-02,peak,58.09,1072.75,10.69,0.641
1371,103,2024-10-03,normal,57.17,899.68,11.78,0.568
1372,103,2024-10-04,normal,56.19,950.08,6.47,0.615
1373,103,2024-10-05,normal,55.86,956.06,9.15,0.479
1374,103,2024-10-06,normal,57.33,942.41,8.14,0.582
1375,103,2024-10-07,normal,55.22,956.17,10.58,0.516
1376,103,2024-10-08,repair,52.12,814.09,7.94,0.877
1377,103,2024-10-09,normal,55.97,913.35,5.63,0.493
1378,103,2024-10-10,repair,55.26,752.0,8.69,0.877
1379,103,2024-10-11,stress,59.02,997.12,7.54,1.251
1380,103,2024-10-12,normal,55.71,987.43,11.89,0.484
1381,103,2024-10-13,stress,59.92,981.32,6.22,1.052
1382,103,2024-10-14,normal,54.76,955.34,9.01,0.572
1383,103,2024-10-15,peak,56.45,1084.98,4.82,0.685
1384,103,2024-10-16,peak,58.98,1098.89,6.67,0.753
1385,103,2024-10-17,peak,57.13,1074.46,5.6,0.668
1386,103,2024-10-18,peak,55.64,1074.73,6.59,0.681
1387,103,2024-10-19,repair,55.94,815.67,8.61,0.966
1388,103,2024-10-20,normal,58.52,1003.73,6.9,0.562
1389,103,2024-10-21,normal,56.0,991.97,3.54,0.563
1390,103,2024-10-22,normal,58.37,960.75,5.91,0.654
1391,103,2024-10-23,stress,61.85,957.71,9.97,1.183
1392,103,2024-10-24,stress,61.83,961.25,3.85,1.203
1393,103,2024-10-25,repair,54.34,811.65,8.6,0.836
1394,103,2024-10-26,repair,53.05,775.2,1.37,0.864
1395,103,2024-10-27,peak,56.87,1131.08,2.4,0.607
1396,103,2024-10-28,normal,56.78,963.16,3.73,0.612
1397,103,2024-10-29,peak,57.59,1064.77,3.62,0.699
1398,103,2024-10-30,repair,52.68,767.87,2.8,0.881
1399,103,2024-10-31,peak,56.06,1045.92,2.33,0.664
1400,103,2024-11-01,normal,55.71,961.45,2.01,0.582
1401,103,2024-11-02,normal,58.11,995.98,0.91,0.579
1402,103,2024-11-03,stress,61.61,990.35,4.19,1.126
1403,103,2024-11-04,repair,55.2,806.38,1.74,0.951
1404,103,2024-11-05,normal,58.35,982.61,1.25,0.548
1405,103,2024-11-06,peak,58.66,1079.19,4.38,0.602
1406,103,2024-11-07,normal,57.75,899.28,6.23,0.55
1407,103,2024-11-08,normal,57.09,1009.37,2.23,0.628
1408,103,2024-11-09,normal,58.46,1002.33,5.78,0.623
1409,103,2024-11-10,normal,59.44,961.35,4.59,0.575
1410,103,2024-11-11,normal,55.65,1007.65,0.58,0.66
1411,103,2024-11-12,stress,61.33,937.33,0.79,1.146
1412,103,2024-11-13,stress,61.36,1006.34,0.94,1.188
1413,103,2024-11-14,peak,58.81,1103.23,-1.32,0.692
1414,103,2024-11-15,peak,59.36,1111.46,2.47,0.721
1415,103,2024-11-16,normal,55.68,963.12,2.24,0.571
1416,103,2024-11-17,repair,51.84,839.52,-0.94,0.942
1417,103,2024-11-18,normal,54.98,986.84,-0.25,0.594
1418,103,2024-11-19,peak,56.75,1140.85,2.27,0.663
1419,103,2024-11-20,normal,56.98,1002.94,1.16,0.604
1420,103,2024-11-21,peak,59.51,1164.8,0.16,0.591
1421,103,2024-11-22,normal,56.74,947.58,-1.16,0.496
1422,103,2024-11-23,stress,60.51,964.15,0.3,1.12
1423,103,2024-11-24,normal,56.08,961.83,-2.28,0.544
1424,103,2024-11-25,normal,56.71,985.64,-1.62,0.554
1425,103,2024-11-26,peak,57.33,1102.26,6.45,0.696
1426,103,2024-11-27,normal,57.52,959.46,1.11,0.562
1427,103,2024-11-28,repair,55.71,836.13,1.16,0.947
1428,103,2024-11-29,normal,57.27,1041.12,-0.77,0.672
1429,103,2024-11-30,peak,58.6,1135.27,-0.85,0.605
1430,103,2024-12-01,normal,56.84,980.44,-0.49,0.575
1431,103,2024-12-02,normal,57.36,1003.14,-4.32,0.672
1432,103,2024-12-03,normal,56.51,984.29,-2.46,0.658
1433,103,2024-12-04,peak,58.86,1123.73,-0.09,0.677
1434,103,2024-12-05,normal,57.02,981.55,-0.96,0.585
1435,103,2024-12-06,stress,59.76,1060.79,-3.57,1.092
1436,103,2024-12-07,stress,59.29,1072.87,-3.76,1.085
1437,103,2024-12-08,stress,59.8,1027.6,-3.91,1.169
1438,103,2024-12-09,normal,57.52,1020.63,-1.56,0.544
1439,103,2024-12-10,normal,58.16,1029.71,-3.29,0.576
1440,103,2024-12-11,normal,55.39,1007.84,-2.72,0.521
1441,103,2024-12-12,peak,56.62,1117.4,-2.03,0.625
1442,103,2024-12-13,repair,54.15,846.65,-2.01,0.955
1443,103,2024-12-14,normal,55.82,1006.66,-4.67,0.603
1444,103,2024-12-15,peak,59.51,1119.86,0.43,0.612
1445,103,2024-12-16,peak,59.09,1177.58,1.74,0.676
1446,103,2024-12-17,normal,56.42,1045.22,-4.01,0.596
1447,103,2024-12-18,normal,55.48,1021.55,-4.83,0.597
1448,103,2024-12-19,peak,57.85,1097.34,-2.99,0.62
1449,103,2024-12-20,normal,56.91,992.87,1.74,0.534
1450,103,2024-12-21,normal,55.61,1007.58,0.67,0.636
1451,103,2024-12-22,normal,57.45,1021.13,-3.11,0.607
1452,103,2024-12-23,normal,57.37,1026.94,-0.43,0.493
1453,103,2024-12-24,peak,57.37,1113.28,2.87,0.659
1454,103,2024-12-25,normal,58.18,969.96,-2.85,0.642
1455,103,2024-12-26,normal,55.07,1026.9,-2.71,0.658
1456,103,2024-12-27,normal,58.16,1073.95,-3.67,0.563
1457,103,2024-12-28,normal,55.9,1016.98,-2.26,0.56
1458,103,2024-12-29,normal,56.98,1013.15,-3.04,0.543
1459,103,2024-12-30,normal,56.86,990.46,-0.96,0.474
1460,103,2024-12-31,repair,54.39,799.57,-2.24,0.876
1461,103,2025-01-01,normal,56.95,1014.09,-2.67,0.572
1462,103,2025-01-02,peak,58.42,1101.95,-2.16,0.533
1463,103,2025-01-03,repair,55.94,859.27,1.41,1.0
1464,103,2025-01-04,peak,58.11,1098.46,1.1,0.677
1465,103,2025-01-05,stress,60.58,1117.98,-1.7,1.197
1466,103,2025-01-06,normal,55.82,989.71,-3.56,0.506
1467,103,2025-01-07,stress,60.58,1045.24,0.02,1.021
1468,103,2025-01-08,normal,56.62,1028.58,0.24,0.649
1469,103,2025-01-09,normal,54.6,1010.61,-0.6,0.516
1470,103,2025-01-10,normal,56.64,957.48,0.53,0.542
1471,103,2025-01-11,peak,58.47,1185.52,-0.94,0.678
1472,103,2025-01-12,peak,59.56,1189.89,0.67,0.711
1473,103,2025-01-13,normal,55.5,975.35,-1.1,0.533
1474,103,2025-01-14,normal,54.95,957.5,-1.11,0.57
1475,103,2025-01-15,normal,57.21,992.19,1.97,0.564
1476,103,2025-01-16,repair,54.67,775.39,-0.52,0.855
1477,103,2025-01-17,stress,60.12,1058.16,-3.15,1.124
1478,103,2025-01-18,normal,58.2,979.58,-0.04,0.583
1479,103,2025-01-19,repair,52.77,793.95,6.22,0.908
1480,103,2025-01-20,stress,60.32,938.29,0.71,1.168
1481,103,2025-01-21,peak,58.56,1173.53,-3.54,0.601
1482,103,2025-01-22,normal,56.35,997.18,-2.33,0.585
1483,103,2025-01-23,normal,57.86,1015.86,1.05,0.494
1484,103,2025-01-24,peak,58.62,1131.8,3.04,0.634
1485,103,2025-01-25,peak,60.79,1166.62,-1.27,0.553
1486,103,2025-01-26,normal,57.4,979.55,3.62,0.526
1487,103,2025-01-27,stress,61.69,1000.4,0.96,1.183
1488,103,2025-01-28,stress,62.65,1085.63,1.37,0.995
1489,103,2025-01-29,repair,55.49,768.47,0.8,0.942
1490,103,2025-01-30,normal,56.66,982.73,1.57,0.593
1491,103,2025-01-31,normal,58.55,976.61,2.12,0.598
1492,103,2025-02-01,normal,58.32,1012.42,3.77,0.584
1493,103,2025-02-02,normal,56.64,982.56,4.9,0.608
1494,103,2025-02-03,repair,54.89,736.09,1.12,0.976
1495,103,2025-02-04,peak,59.03,1021.41,1.71,0.692
1496,103,2025-02-05,normal,58.51,997.78,2.39,0.5
1497,103,2025-02-06,stress,59.77,970.27,0.56,1.206
1498,103,2025-02-07,stress,61.48,1020.68,-0.8,1.175
1499,103,2025-02-08,normal,56.81,1002.82,3.84,0.533
1500,103,2025-02-09,normal,56.54,976.12,1.83,0.627
1501,103,2025-02-10,peak,59.61,1140.26,5.84,0.666
1502,103,2025-02-11,normal,57.29,1020.41,0.63,0.428
1503,103,2025-02-12,peak,59.82,1151.62,2.98,0.755
1504,103,2025-02-13,normal,57.99,1025.79,8.13,0.556
1505,103,2025-02-14,normal,55.84,1061.8,5.49,0.598
1506,103,2025-02-15,stress,61.71,987.94,4.34,1.07
1507,103,2025-02-16,normal,57.08,979.72,1.92,0.661
1508,103,2025-02-17,stress,61.15,1065.41,6.25,1.138
1509,103,2025-02-18,normal,57.73,1026.66,7.09,0.582
1510,103,2025-02-19,stress,63.14,1017.6,6.51,1.146
1511,103,2025-02-20,stress,60.47,1021.87,4.8,1.043
1512,103,2025-02-21,normal,57.91,1047.97,7.33,0.43
1513,103,2025-02-22,peak,58.79,1146.61,6.31,0.663
1514,103,2025-02-23,peak,59.52,1180.01,6.52,0.733
1515,103,2025-02-24,peak,59.94,1060.54,9.26,0.648
1516,103,2025-02-25,peak,58.14,1082.9,11.38,0.621
1517,103,2025-02-26,peak,59.5,1111.47,7.18,0.602
1518,103,2025-02-27,normal,56.43,981.89,9.55,0.587
1519,103,2025-02-28,normal,58.66,996.12,6.56,0.614
1520,103,2025-03-01,peak,58.32,1196.07,7.96,0.669
1521,103,2025-03-02,normal,59.06,975.36,4.84,0.536
1522,103,2025-03-03,normal,58.67,985.06,11.51,0.614
1523,103,2025-03-04,normal,57.54,1006.7,6.9,0.574
1524,103,2025-03-05,normal,55.8,986.42,8.31,0.63
1525,103,2025-03-06,normal,57.31,974.72,11.34,0.571
1526,103,2025-03-07,repair,55.82,796.85,10.0,0.904
1527,103,2025-03-08,normal,56.23,960.54,10.73,0.641
1528,103,2025-03-09,peak,61.07,1115.91,5.84,0.508
1529,103,2025-03-10,normal,57.76,988.11,11.63,0.543
1530,103,2025-03-11,normal,57.32,991.27,11.0,0.53
1531,103,2025-03-12,peak,58.71,1086.31,9.55,0.732
1532,103,2025-03-13,normal,57.01,1023.91,15.71,0.585
1533,103,2025-03-14,peak,60.66,1095.06,11.31,0.603
1534,103,2025-03-15,normal,57.11,972.11,9.86,0.558
1535,103,2025-03-16,normal,57.7,915.91,10.13,0.49
1536,103,2025-03-17,peak,60.17,1125.84,10.29,0.687
1537,103,2025-03-18,normal,56.54,1013.61,14.08,0.626
1538,103,2025-03-19,normal,59.22,965.98,13.98,0.545
1539,103,2025-03-20,repair,52.38,792.57,13.0,0.901
1540,103,2025-03-21,peak,58.17,1091.94,11.06,0.642
1541,103,2025-03-22,peak,61.2,1086.03,11.72,0.61
1542,103,2025-03-23,peak,60.86,1107.92,10.5,0.601
1543,103,2025-03-24,normal,58.53,902.73,13.12,0.662
1544,103,2025-03-25,stress,63.41,1040.19,11.7,1.107
1545,103,2025-03-26,normal,56.81,942.95,17.66,0.52
1546,103,2025-03-27,normal,57.41,978.11,15.84,0.54
1547,103,2025-03-28,normal,55.57,995.06,9.43,0.561
1548,103,2025-03-29,normal,58.64,928.28,12.54,0.535
1549,103,2025-03-30,normal,59.43,983.95,10.9,0.573
1550,103,2025-03-31,repair,54.91,816.1,16.12,0.894
1551,103,2025-04-01,peak,59.65,1069.17,14.6,0.7
1552,103,2025-04-02,normal,57.9,995.7,12.95,0.587
1553,103,2025-04-03,normal,59.36,953.35,15.85,0.632
1554,103,2025-04-04,normal,56.74,1070.1,14.26,0.57
1555,103,2025-04-05,normal,58.26,965.17,16.48,0.56
1556,103,2025-04-06,stress,64.23,998.26,18.45,1.106
1557,103,2025-04-07,stress,61.24,946.96,17.03,1.101
1558,103,2025-04-08,repair,53.89,768.16,15.65,1.003
1559,103,2025-04-09,stress,62.42,1041.19,17.55,1.048
1560,103,2025-04-10,normal,58.96,920.65,18.98,0.58
1561,103,2025-04-11,normal,58.52,932.3,16.21,0.613
1562,103,2025-04-12,stress,58.62,1026.66,16.32,1.149
1563,103,2025-04-13,normal,58.0,1004.08,19.17,0.661
1564,103,2025-04-14,normal,57.97,991.04,18.65,0.637
1565,103,2025-04-15,normal,60.36,1045.33,19.93,0.604
1566,103,2025-04-16,repair,53.92,734.06,22.31,0.938
1567,103,2025-04-17,normal,58.0,872.47,19.36,0.532
1568,103,2025-04-18,normal,59.13,984.28,20.87,0.491
1569,103,2025-04-19,normal,58.71,1008.91,24.89,0.48
1570,103,2025-04-20,normal,57.13,967.38,20.49,0.56
1571,103,2025-04-21,peak,58.22,1050.49,18.43,0.654
1572,103,2025-04-22,peak,59.54,1082.99,19.17,0.721
1573,103,2025-04-23,peak,60.81,1081.1,21.07,0.642
1574,103,2025-04-24,normal,58.81,942.11,22.48,0.529
1575,103,2025-04-25,normal,57.32,989.34,21.68,0.657
1576,103,2025-04-26,repair,53.59,752.79,18.72,0.847
1577,103,2025-04-27,peak,59.53,1067.22,21.12,0.64
1578,103,2025-04-28,normal,57.14,904.45,23.93,0.561
1579,103,2025-04-29,repair,54.68,806.08,24.76,0.895
1580,103,2025-04-30,normal,58.83,975.02,19.48,0.511
1581,103,2025-05-01,peak,60.23,1072.48,22.42,0.58
1582,103,2025-05-02,peak,58.94,1056.13,23.23,0.705
1583,103,2025-05-03,peak,59.68,1123.32,21.34,0.581
1584,103,2025-05-04,normal,56.13,950.75,21.64,0.466
1585,103,2025-05-05,normal,57.35,887.23,25.52,0.533
1586,103,2025-05-06,peak,58.65,1058.17,24.48,0.706
1587,103,2025-05-07,stress,61.66,1003.08,25.54,1.134
1588,103,2025-05-08,stress,60.09,1005.04,24.17,1.101
1589,103,2025-05-09,normal,56.31,1009.03,24.21,0.591
1590,103,2025-05-10,stress,59.83,975.54,25.16,1.161
1591,103,2025-05-11,stress,59.22,921.55,29.11,1.063
1592,103,2025-05-12,normal,56.86,937.5,26.13,0.528
1593,103,2025-05-13,normal,58.02,961.25,24.32,0.61
1594,103,2025-05-14,normal,57.78,1008.77,23.72,0.615
1595,103,2025-05-15,normal,56.69,950.48,25.24,0.526
1596,103,2025-05-16,normal,58.09,938.92,25.22,0.568
1597,103,2025-05-17,normal,58.07,916.54,31.36,0.496
1598,103,2025-05-18,stress,61.13,1052.88,22.75,1.147
1599,103,2025-05-19,stress,62.08,1021.66,28.47,1.099
1600,103,2025-05-20,normal,55.75,942.8,24.18,0.563
1601,103,2025-05-21,normal,58.35,873.92,26.39,0.506
1602,103,2025-05-22,normal,59.21,960.09,28.72,0.659
1603,103,2025-05-23,normal,59.6,881.43,27.95,0.546
1604,103,2025-05-24,normal,58.57,972.41,28.44,0.585
1605,103,2025-05-25,normal,58.46,947.43,27.74,0.585
1606,103,2025-05-26,normal,55.98,930.29,23.61,0.589
1607,103,2025-05-27,normal,57.3,939.52,28.43,0.46
1608,103,2025-05-28,normal,58.25,824.01,24.72,0.634
1609,103,2025-05-29,normal,58.26,967.04,27.44,0.604
1610,103,2025-05-30,normal,57.95,908.92,29.84,0.657
1611,103,2025-05-31,normal,57.34,896.15,29.96,0.603
1612,103,2025-06-01,stress,60.87,983.01,24.85,1.158
1613,103,2025-06-02,normal,59.67,958.22,24.28,0.584
1614,103,2025-06-03,repair,54.08,748.51,30.5,0.957
1615,103,2025-06-04,peak,58.43,1022.63,30.16,0.608
1616,103,2025-06-05,normal,57.69,969.09,28.89,0.598
1617,103,2025-06-06,repair,56.45,902.2,29.12,0.929
1618,103,2025-06-07,peak,58.51,1050.61,26.49,0.672
1619,103,2025-06-08,normal,59.17,922.21,25.06,0.647
1620,103,2025-06-09,peak,57.35,1084.85,30.03,0.54
1621,103,2025-06-10,repair,54.89,775.23,26.69,0.878
1622,103,2025-06-11,normal,57.16,947.46,25.42,0.499
1623,103,2025-06-12,normal,57.98,961.48,26.73,0.53
1624,103,2025-06-13,stress,59.73,1008.55,30.84,1.171
1625,103,2025-06-14,normal,56.73,917.59,25.12,0.52
1626,103,2025-06-15,normal,58.41,885.29,29.48,0.598
1627,103,2025-06-16,peak,59.95,1095.0,29.06,0.727
1628,103,2025-06-17,stress,61.3,957.91,27.49,1.148
1629,103,2025-06-18,normal,58.08,917.3,26.42,0.634
1630,103,2025-06-19,normal,56.44,916.3,24.22,0.575
1631,103,2025-06-20,normal,56.94,983.53,25.51,0.612
1632,103,2025-06-21,repair,56.13,741.78,25.56,0.848
1633,103,2025-06-22,normal,56.79,895.31,27.33,0.568
1634,103,2025-06-23,peak,57.64,1026.41,27.69,0.663
1635,103,2025-06-24,normal,57.82,860.72,28.95,0.603
1636,103,2025-06-25,normal,56.15,988.56,25.65,0.61
1637,103,2025-06-26,peak,59.93,1116.34,29.22,0.643
1638,103,2025-06-27,normal,56.79,927.43,25.11,0.517
1639,103,2025-06-28,normal,57.93,856.27,29.02,0.528
1640,103,2025-06-29,stress,60.89,913.03,28.05,1.073
1641,103,2025-06-30,peak,58.98,1044.74,29.15,0.618
1642,104,2024-01-01,stress,67.88,1100.47,-5.37,1.222
1643,104,2024-01-02,normal,61.48,1090.3,-4.73,0.726
1644,104,2024-01-03,peak,64.9,1281.78,-6.01,0.648
1645,104,2024-01-04,normal,64.25,1117.38,-1.18,0.601
1646,104,2024-01-05,stress,66.96,1135.65,-1.16,1.187
1647,104,2024-01-06,stress,65.51,1106.4,-0.59,1.26
1648,104,2024-01-07,normal,63.0,1134.26,-5.08,0.691
1649,104,2024-01-08,normal,62.55,1114.3,-3.18,0.692
1650,104,2024-01-09,repair,60.94,972.37,-3.73,0.959
1651,104,2024-01-10,peak,63.19,1265.98,-1.58,0.704
1652,104,2024-01-11,peak,66.19,1321.68,-4.85,0.678
1653,104,2024-01-12,normal,64.49,1146.69,6.93,0.642
1654,104,2024-01-13,peak,64.96,1202.22,-2.08,0.751
1655,104,2024-01-14,stress,68.2,1147.18,-2.15,1.148
1656,104,2024-01-15,normal,64.85,1071.56,1.34,0.549
1657,104,2024-01-16,normal,63.68,1203.5,-2.06,0.607
1658,104,2024-01-17,repair,59.45,939.42,-1.49,0.906
1659,104,2024-01-18,normal,65.38,1092.42,1.11,0.623
1660,104,2024-01-19,normal,64.34,1050.56,1.42,0.558
1661,104,2024-01-20,peak,63.71,1259.29,2.44,0.634
1662,104,2024-01-21,normal,64.58,1147.55,-7.41,0.746
1663,104,2024-01-22,repair,61.96,935.49,-5.55,0.994
1664,104,2024-01-23,stress,68.54,1146.53,0.81,1.105
1665,104,2024-01-24,repair,59.08,1057.84,6.89,1.065
1666,104,2024-01-25,normal,63.91,1182.36,0.11,0.479
1667,104,2024-01-26,repair,62.68,940.77,-3.09,0.901
1668,104,2024-01-27,stress,68.99,1074.98,1.55,1.102
1669,104,2024-01-28,stress,68.11,1139.94,3.35,1.067
1670,104,2024-01-29,normal,59.96,1009.83,6.37,0.749
1671,104,2024-01-30,normal,62.58,1106.38,3.79,0.556
1672,104,2024-01-31,stress,67.72,1127.31,-0.2,1.181
1673,104,2024-02-01,repair,61.71,917.08,1.91,1.047
1674,104,2024-02-02,normal,65.15,1029.11,0.32,0.601
1675,104,2024-02-03,stress,64.82,1150.86,6.22,1.089
1676,104,2024-02-04,peak,66.44,1260.01,6.73,0.737
1677,104,2024-02-05,normal,63.31,1082.29,1.59,0.508
1678,104,2024-02-06,normal,63.29,1085.53,3.93,0.509
1679,104,2024-02-07,peak,65.38,1309.17,1.48,0.747
1680,104,2024-02-08,normal,65.2,1125.04,-2.1,0.674
1681,104,2024-02-09,peak,67.29,1284.49,0.74,0.639
1682,104,2024-02-10,repair,65.29,968.61,3.32,1.472
1683,104,2024-02-11,normal,69.27,1057.51,5.17,1.155
